team,opponent,gf,ga,match_result,head_to_head,head_to_head_goals
TottenhamHotspur,Aston Villa,4,0,1,0.0,2.5
TottenhamHotspur,Bournemouth,2,0,1,1.0,2.0
TottenhamHotspur,Bournemouth,3,1,1,1.0,2.5
TottenhamHotspur,Brentford,2,2,0,0.0,2.0
TottenhamHotspur,Brentford,3,2,1,0.5,2.5
TottenhamHotspur,Brighton,2,4,-1,-1.0,2.0
TottenhamHotspur,Brighton,2,1,1,0.0,2.0
TottenhamHotspur,Burnley,5,2,1,1.0,5.0
TottenhamHotspur,Burnley,2,1,1,1.0,3.5
TottenhamHotspur,Chelsea,1,4,-1,-1.0,1.0
TottenhamHotspur,Chelsea,0,2,-1,-1.0,0.5
TottenhamHotspur,Crystal Palace,2,1,1,1.0,2.0
TottenhamHotspur,Crystal Palace,3,1,1,1.0,2.5
TottenhamHotspur,Everton,2,1,1,1.0,2.0
TottenhamHotspur,Everton,2,2,0,0.5,2.0
TottenhamHotspur,Fulham,2,0,1,1.0,2.0
TottenhamHotspur,Fulham,0,3,-1,0.0,1.0
TottenhamHotspur,Liverpool,2,1,1,1.0,2.0
TottenhamHotspur,Liverpool,2,4,-1,0.0,2.0
TottenhamHotspur,Luton Town,1,0,1,1.0,1.0
TottenhamHotspur,Luton Town,2,1,1,1.0,1.5
TottenhamHotspur,Manchester City,3,3,0,0.0,3.0
TottenhamHotspur,Manchester City,0,2,-1,-0.5,1.5
TottenhamHotspur,Manchester Utd,2,0,1,1.0,2.0
TottenhamHotspur,Manchester Utd,2,2,0,0.5,2.0
TottenhamHotspur,Newcastle Utd,4,1,1,1.0,4.0
TottenhamHotspur,Newcastle Utd,0,4,-1,0.0,2.0
TottenhamHotspur,Nott'ham Forest,2,0,1,1.0,2.0
TottenhamHotspur,Nott'ham Forest,3,1,1,1.0,2.5
TottenhamHotspur,Sheffield Utd,2,1,1,1.0,2.0
TottenhamHotspur,Sheffield Utd,3,0,1,1.0,2.5
TottenhamHotspur,West Ham,1,2,-1,-1.0,1.0
TottenhamHotspur,West Ham,1,1,0,-0.5,1.0
TottenhamHotspur,Wolves,1,2,-1,-1.0,1.0
TottenhamHotspur,Wolves,1,2,-1,-1.0,1.0
WestHamUnited,Arsenal,2,0,1,1.0,2.0
WestHamUnited,Arsenal,0,6,-1,0.0,1.0
WestHamUnited,Aston Villa,1,4,-1,-1.0,1.0
WestHamUnited,Aston Villa,1,1,0,-0.5,1.0
WestHamUnited,Bournemouth,1,1,0,0.0,1.0
WestHamUnited,Bournemouth,1,1,0,0.0,1.0
WestHamUnited,Brentford,2,3,-1,-1.0,2.0
WestHamUnited,Brentford,4,2,1,0.0,3.0
WestHamUnited,Brighton,3,1,1,1.0,3.0
WestHamUnited,Brighton,0,0,0,0.5,1.5
WestHamUnited,Burnley,2,1,1,1.0,2.0
WestHamUnited,Burnley,2,2,0,0.5,2.0
WestHamUnited,Chelsea,3,1,1,1.0,3.0
WestHamUnited,Chelsea,0,5,-1,0.0,1.5
WestHamUnited,Crystal Palace,1,1,0,0.0,1.0
WestHamUnited,Crystal Palace,2,5,-1,-0.5,1.5
WestHamUnited,Everton,0,1,-1,-1.0,0.0
WestHamUnited,Everton,3,1,1,0.0,1.5
WestHamUnited,Fulham,0,5,-1,-1.0,0.0
WestHamUnited,Fulham,0,2,-1,-1.0,0.0
WestHamUnited,Liverpool,1,3,-1,-1.0,1.0
WestHamUnited,Liverpool,2,2,0,-0.5,1.5
WestHamUnited,Luton Town,2,1,1,1.0,2.0
WestHamUnited,Luton Town,3,1,1,1.0,2.5
WestHamUnited,Manchester City,1,3,-1,-1.0,1.0
WestHamUnited,Manchester City,1,3,-1,-1.0,1.0
WestHamUnited,Manchester Utd,2,0,1,1.0,2.0
WestHamUnited,Manchester Utd,0,3,-1,0.0,1.0
WestHamUnited,Newcastle Utd,2,2,0,0.0,2.0
WestHamUnited,Newcastle Utd,3,4,-1,-0.5,2.5
WestHamUnited,Nott'ham Forest,3,2,1,1.0,3.0
WestHamUnited,Nott'ham Forest,0,2,-1,0.0,1.5
WestHamUnited,Sheffield Utd,2,0,1,1.0,2.0
WestHamUnited,Sheffield Utd,2,2,0,0.5,2.0
WestHamUnited,Tottenham,2,1,1,1.0,2.0
WestHamUnited,Tottenham,1,1,0,0.5,1.5
WestHamUnited,Wolves,3,0,1,1.0,3.0
WestHamUnited,Wolves,2,1,1,1.0,2.5
WolverhamptonWanderers,Arsenal,1,2,-1,-1.0,1.0
WolverhamptonWanderers,Arsenal,0,2,-1,-1.0,0.5
WolverhamptonWanderers,Aston Villa,1,1,0,0.0,1.0
WolverhamptonWanderers,Aston Villa,0,2,-1,-0.5,0.5
WolverhamptonWanderers,Bournemouth,2,1,1,1.0,2.0
WolverhamptonWanderers,Bournemouth,0,1,-1,0.0,1.0
WolverhamptonWanderers,Brentford,4,1,1,1.0,4.0
WolverhamptonWanderers,Brentford,0,2,-1,0.0,2.0
WolverhamptonWanderers,Brighton,1,4,-1,-1.0,1.0
WolverhamptonWanderers,Brighton,0,0,0,-0.5,0.5
WolverhamptonWanderers,Burnley,1,0,1,1.0,1.0
WolverhamptonWanderers,Burnley,1,1,0,0.5,1.0
WolverhamptonWanderers,Chelsea,2,1,1,1.0,2.0
WolverhamptonWanderers,Chelsea,4,2,1,1.0,3.0
WolverhamptonWanderers,Crystal Palace,2,3,-1,-1.0,2.0
WolverhamptonWanderers,Crystal Palace,1,3,-1,-1.0,1.5
WolverhamptonWanderers,Everton,1,0,1,1.0,1.0
WolverhamptonWanderers,Everton,3,0,1,1.0,2.0
WolverhamptonWanderers,Fulham,2,3,-1,-1.0,2.0
WolverhamptonWanderers,Fulham,2,1,1,0.0,2.0
WolverhamptonWanderers,Liverpool,1,3,-1,-1.0,1.0
WolverhamptonWanderers,Liverpool,0,2,-1,-1.0,0.5
WolverhamptonWanderers,Luton Town,1,1,0,0.0,1.0
WolverhamptonWanderers,Luton Town,2,1,1,0.5,1.5
WolverhamptonWanderers,Manchester City,2,1,1,1.0,2.0
WolverhamptonWanderers,Manchester City,1,5,-1,0.0,1.5
WolverhamptonWanderers,Manchester Utd,0,1,-1,-1.0,0.0
WolverhamptonWanderers,Manchester Utd,3,4,-1,-1.0,1.5
WolverhamptonWanderers,Newcastle Utd,2,2,0,0.0,2.0
WolverhamptonWanderers,Newcastle Utd,0,3,-1,-0.5,1.0
WolverhamptonWanderers,Nott'ham Forest,1,1,0,0.0,1.0
WolverhamptonWanderers,Nott'ham Forest,2,2,0,0.0,1.5
WolverhamptonWanderers,Sheffield Utd,1,2,-1,-1.0,1.0
WolverhamptonWanderers,Sheffield Utd,1,0,1,0.0,1.0
WolverhamptonWanderers,Tottenham,2,1,1,1.0,2.0
WolverhamptonWanderers,Tottenham,2,1,1,1.0,2.0
WolverhamptonWanderers,West Ham,0,3,-1,-1.0,0.0
WolverhamptonWanderers,West Ham,1,2,-1,-1.0,0.5
